,BP,canonical_smiles
666,393.2038050773563,CCC(C)(C)CC=C
667,393.2045665251155,CC(C)C(C)CC=C
668,393.2042333218404,CC(C)(C)CCC=C
669,393.2044922892592,CCCC(=CC)CC
670,393.20458652961736,CCC(CC)C=CC
671,394.8599264424395,CCCC(=C(C)C)C
672,383.85001211703496,CCC(C)C=C(C)C
673,385.5001231077249,CC(C)CC=C(C)C
674,393.2037777846315,CCC(C)C(=CC)C
675,393.2041244482412,CC=C(C)CC(C)C
676,393.2036106368576,CCC(C)(C)C=CC
677,393.2041515954497,CC=CC(C)C(C)C
678,393.2040603381797,CC=CC(C)C(C)C
679,393.20471366028926,CC=CCC(C)(C)C
680,393.2035400376879,CC=CCC(C)(C)C
681,393.2042027107648,CCC=C(CC)CC
682,378.55044041536667,CCC=CC(C)(C)C
683,373.85043668460986,CCC=CC(C)(C)C
684,393.2033686052532,CCC=C(C)C(C)C
685,380.65020645017,CCC(=CC(C)C)C
686,371.65018344547593,CC(C)C=CC(C)C
687,375.0403671446279,CC(C)C=CC(C)C
688,393.2041420626013,CCC(=C(C)CC)C
689,393.2041420626013,CCC(=C(C)CC)C
690,393.20382697470313,CCCC(=C)CCC
691,393.2043806217988,CCCC(=C)C(C)C
692,384.7503834453944,CCC(C)C(=C)CC
693,393.204633922828,CCC(=C)CC(C)C
694,382.549826962633,CCC(CC)C(=C)C
695,383.5498654775209,CCC(C)(CC)C=C
696,380.5501061649217,CCC(C=C)C(C)C
697,381.3093696672456,CC(=C)CC(C)(C)C
698,381.0001245001676,CC(C)C(C)C(=C)C
699,374.8500293777506,CC(=C)CC(C)(C)C
700,377.8494622917409,CC(C)C(C)(C)C=C
701,376.8500229408572,CC(C=C)C(C)(C)C
702,393.20356467052767,CCC(=C(C)C)CC
703,389.55064645988665,CC(C)C(=C(C)C)C
704,377.8500428296517,CC(=CC(C)(C)C)C
705,385.3000544679203,CC=C(C)C(C)(C)C
706,393.20332404704345,CC=C(C)C(C)(C)C
707,393.2041489041087,CC=C(C)C(C)(C)C
708,393.20421782670167,CC(=C)CC(C)(C)C
709,393.2034981085818,CC(=O)OCCOC
710,390.20059637202456,CCC(=C)C(C)(C)C
711,398.6199859082325,CCCCCCCC
712,390.6501699476602,CCCCCC(C)C
713,391.9304286709062,CCCCC(C)CC
714,390.7094345765286,CCCC(C)CCC
715,379.8404897920082,CCCCC(C)(C)C
716,388.6101693442732,CCCC(C)C(C)C
717,388.0005362644493,CCCCC(C)(C)C
718,382.4297775759431,CCC(C)CC(C)C
719,382.1103653545584,CC(C)CCC(C)C
720,384.9698474865525,CCCC(C)(C)CC
721,390.7293788756796,CCC(C)C(C)CC
722,382.839950054048,CCC(C)C(C)(C)C
723,372.24037104468175,CC(C)CC(C)(C)C
724,387.76978635943567,CCC(C)(C)C(C)C
725,386.4703648538159,CC(C)C(C)C(C)C
726,379.2894834338957,CC(C)(C)C(C)(C)C
727,391.5402783069508,CCCC(CC)CC
728,388.65030998056574,CCC(CC)C(C)C
729,391.2697319626077,CCC(C)(CC)CC
730,393.85035308928144,CCC(C)OC(C)CC
731,379.7501437759451,CC(C)(C)OC(C)(C)C
732,413.96186442621735,CCC(C)OC(C)CC
733,395.5500058388199,CC(C)COCC(C)C
734,478.870112407934,CC(C)(C)OOC(C)(C)C
735,478.8690338579609,CCCOCCOCCC
736,432.223921288842,CC=C1CC2CC1C=C2
737,432.2247551844836,C=CC1CC2CC1C=C2
738,439.0614748593854,C1CCCC2CC2CC1
739,439.061495895848,CC12CCC(C1)(CC2)C
740,439.06136370269655,CC1C(C2CCC1C2)C
741,422.4224603148628,CCC1CCC(C1)(C)C
742,422.4229043007631,CC1(CCCC1(C)C)C
743,422.4222827860932,CC1(CCC(C1)(C)C)C
744,422.42193271037047,CC1CC(CC1C)(C)C
745,422.42248063877935,CC1CC(C(C1C)C)C
746,409.8499866625151,CC1CCCC(C1)(C)C
747,408.0491566319781,CC1CCC(CC1)(C)C
748,418.6098403943779,CC1CCCC(C1C)C
749,420.7497262387503,CC1CCC(C(C1)C)C
750,422.42193842916976,CC1CCC(C(C1)C)C
751,417.6503402709902,CC1CCC(C(C1)C)C
752,411.5501513165741,CC1CC(CC(C1)C)C
753,387.249570863535,CC(C)CC=CC(C)C
754,422.4225314592313,CC1CCC(C1(C)C)C
755,482.8466085198146,CC(C)C1CCC(CC1)O
756,405.6907507769685,CCCCCC(C)(C)C
757,405.89955151827456,CCCC(C)CC(C)C
758,408.21012760445984,CC(C)CCCC(C)C
759,408.2106348199498,CCCC(C)(C)CCC
760,406.5992931089804,CCCC(C)C(C)(C)C
761,399.5399419813798,CCC(C)CC(C)(C)C
762,397.0899485314712,CC(C)CCC(C)(C)C
763,404.3501813993756,CC(C)CC(C)C(C)C
764,403.6605994927736,CCC(C)(C)CC(C)C
765,406.0300949212944,CC(C)C(C)C(C)(C)C
766,395.2905053817336,CC(C)(C)CC(C)(C)C
767,406.8101336282122,CCC(CC)CC(C)C
768,406.8404848107432,CCC(CC)C(C)(C)C
769,409.7200257663004,CCC(C(C)C)C(C)C
770,448.8959883703435,C1=CC(C=C1)C2C=CC=C2
771,458.5515907354689,CC(=CCCC(=C)C=C)C
772,453.551799030566,CC1C(=C(C(=C1C)C)C)C
773,439.82315525930494,CC(C)(C)C=CC(C)(C)C
774,439.8234257269429,CC(C)(C)C=CC(C)(C)C
775,493.53675241444535,CC(C)CCCC(C)CC=O
776,513.2806684929036,CC(C)COCCOCC(C)C
